"RepoRelPath","Extension","SizeBytes","SHA256","Purpose","Contents","CategoryLabel","EvidenceType","FailureExplanation","SourcePath","ExtractOrFull","Notes"
"extracts/03_failed_attempts/2026-01-29__O3_Pro_Jul_22_Formatted__summary__001.md",".md","945","1736EDCCC66FEB6F4D0AC30308632EBC52B4894B5F8C6AC4F159721132175BBE","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/O3-Pro-Jul-22-Formatted.md","extract",""
"extracts/03_failed_attempts/2026-01-29__O3_Pro_Reversal_Analysis__summary__001.md",".md","1188","08134EBA16788B94264EBB890241FAE8E0DDD6ECC70467B03BC429162EECB9E1","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0605.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0605.","MUST_Review/O3_Pro_Reversal_Analysis copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__OBJECTIVE_ANALYSIS_GUIDE__summary__001.md",".md","951","86D5F7E99BA219BC79D026F6F9FE1BA4A8C548BE824DF4493CFB64F5E331FB07","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0612.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0612.","MUST_Review/OBJECTIVE_ANALYSIS_GUIDE copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Operational_Completeness__summary__001.md",".md","2311","8EEEC0B0F25DFB63C53BAE1743D6BE7FE808D037E200208B237DFE7FF53C21D5","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/Operational_Completeness.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Operational_Completeness_Review_Report__report__001.md",".md","681","E2E3B2A548BF43636E729932D1815E5B9EDA12789F28C855B94C05630C4C2DF8","Evidence extract (failed_attempts/report) documenting a failure or relevance; Claims OC hypothesis falsified based on polynomial proof using Nat.","Metadata header + excerpt from the source file.","failed_attempts","report","Claims OC hypothesis falsified based on polynomial proof using Nat.","MUST_Review/Gemeni-3-Test/Operational_Completeness_Review_Report.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Operational_Incompleteness__duplication__001.md",".md","738","4520A4209034C6BE0BC30B7FCF352D73DBD5DCE5B4BD33A5E9A8DD36519A33FE","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Operational_Incompleteness.lean.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\Operational_Incompleteness.lean.","MUST_Review/Meta_Lean_Archive/Operational_Incompleteness.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__OperatorKernelO6_Project_Bible__summary__001.md",".md","1549","3D17E43E840629B53A122919D0A5AF79431ACCF96EB31D00080DC4F7DD1EC6D3","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/OperatorKernelO6_Project_Bible.md","extract",""
"extracts/03_failed_attempts/2026-01-29__opus_4_1_key_failures__analysis__001.md",".md","680","6EEA928473E812A9D124E15CA3475672D103B12F2B886629640341A5BC341B73","Evidence extract (tests/analysis) documenting a failure or relevance; Key failure summary for Opus 4.1 shows rec_succ duplication breaks ordinal decrease.","Metadata header + excerpt from the source file.","tests","analysis","Key failure summary for Opus 4.1 shows rec_succ duplication breaks ordinal decrease.","MUST_Review/test-results/opus-4.1-key-failures.md","extract",""
"extracts/03_failed_attempts/2026-01-29__opus_4_1_test_analysis__analysis__001.md",".md","723","89F22970382EDE2FDEC058DE2D9A07FFCF70C70A6DB0FFD1C3C665384BE5C07A","Evidence extract (tests/analysis) documenting a failure or relevance; Test analysis records the model switching from success claims to admitting ordinal failure.","Metadata header + excerpt from the source file.","tests","analysis","Test analysis records the model switching from success claims to admitting ordinal failure.","MUST_Review/test-results/opus-4.1-test-analysis.md","extract",""
"extracts/03_failed_attempts/2026-01-29__opus_4_1_test_summary__summary__001.md",".md","659","2AE1FD40D91776A549BFA1F76E35D399B5E2E7F5523A1174C84E320F5B0B6D8A","Evidence extract (tests/test-summary) documenting a failure or relevance; Summary of Opus 4.1 test: initial optimism followed by rec_succ blocker.","Metadata header + excerpt from the source file.","tests","test-summary","Summary of Opus 4.1 test: initial optimism followed by rec_succ blocker.","MUST_Review/test-results/opus-4.1-test-summary.md","extract",""
"extracts/03_failed_attempts/2026-01-29__opus_fails_consolidated__analysis__001.md",".md","715","3256B4F63C6816D52BAA24AAFD6C24AC5DC665C0CF2A539C12395B41C9844986","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0239.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0239.","MUST_Review/opus_fails_consolidated.md","extract",""
"extracts/03_failed_attempts/2026-01-29__opus_test_summary__summary__001.md",".md","681","C64DA77E18F86B6EA2DC1D2539DF02E00D49A0BC55103A6524C98FA5108F21C2","Evidence extract (tests/test-summary) documenting a failure or relevance; Executive summary records the model’s flip-flop and failure to implement multiset ordering.","Metadata header + excerpt from the source file.","tests","test-summary","Executive summary records the model’s flip-flop and failure to implement multiset ordering.","MUST_Review/test-results/opus-test-summary.md","extract",""
"extracts/03_failed_attempts/2026-01-29__opus-4.1-test-summary__analysis__001.md",".md","675","9B2EEFACDBEEE36CE5909D2F253D7EB920ECDCED2D9F5993DFBEFEA268A16DF7","Evidence extract (failed_attempts/pdf) documenting a failure or relevance; PDF summary claims ordinal measures fail for rec_succ without constraints.","Metadata header + excerpt from the source file.","failed_attempts","pdf","PDF summary claims ordinal measures fail for rec_succ without constraints.","MUST_Review/chats/opus-4.1-test-summary.pdf","extract",""
"extracts/03_failed_attempts/2026-01-29__problems__summary__001.md",".md","1963","A7033BD3456BA0AB95652F2333023C3F5D6FD8C10260C37B8BD9877421667920","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0371.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0371.","MUST_Review/problems.md","extract",""
"extracts/03_failed_attempts/2026-01-29__PROGRESS_AND_FINDINGS__summary__001.md",".md","1108","606851F1354E2D83DDF1926EAFA9081AC81FD8DBB4B161C3A3FC234DD3228F74","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0641.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0641.","MUST_Review/PROGRESS_AND_FINDINGS copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__PROJECT_LOG_copy_2__summary__001.md",".md","1005","74B503AC550DC4FF61FEFEA8861B03A299809E2F3052A829F11EA1FF0751A739","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/PROJECT_LOG copy 2.md","extract",""
"extracts/03_failed_attempts/2026-01-29__rec_succ_Differential_Diagnostic__report__deep__001.md",".md","1096","99EC9850A00DA361EF154C7BD97BC7E27BBCE6D59F73E39B366606B5EC53AEC4","Evidence extract (failed_attempts/report) documenting a failure or relevance; Proposes a diagnostic linking rec_succ self-reference to AI parameter prediction; speculative.","Metadata header + excerpt from the source file.","failed_attempts","report","Proposes a diagnostic linking rec_succ self-reference to AI parameter prediction; speculative.","MUST_Review/rec_succ_Differential_Diagnostic.pdf","extract",""
"extracts/03_failed_attempts/2026-01-29__Refutation_of_Godelian_Barrier__analysis__001.md",".md","703","4314B6AE9D39A979D70E5C8D7950FA92F35C604FE57AFC989CECBF8EACF23457","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Argues limitation does not apply by assuming non-Turing completeness and polynomial proof.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Argues limitation does not apply by assuming non-Turing completeness and polynomial proof.","MUST_Review/Gemeni-3-Test/Refutation_of_Godelian_Barrier.md","extract",""
"extracts/03_failed_attempts/2026-01-29__Relational_Order_and_NonTermination__summary__001.md",".md","1325","69606751A296CA250BFCA573B89EE4810154DE84D4FE0A35EB858F1E762DB0BC","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0649.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0649.","MUST_Review/Relational_Order_and_NonTermination copy.md","extract",""
"extracts/03_failed_attempts/2026-01-29__roo_task_jan_20_2026_2_25_20_pm__summary__001.md",".md","810","CF26D2ADFFA5EDD7D416702C39457C74F3D7802C294BA9BC5D257683A3690A5E","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/roo_task_jan-20-2026_2-25-20-pm.md","extract",""
"extracts/03_failed_attempts/2026-01-29__SETUP_COMPLETE__summary__001.md",".md","1053","BC344FE345C7147D819A74A17DBAEAC0F61E71D2AB4456A9A57BC4DE8EBAB7E5","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Analysis or notes documenting failures, blockers, or unproven claims.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Analysis or notes documenting failures, blockers, or unproven claims.","MUST_Review/SETUP_COMPLETE.md","extract",""
"extracts/03_failed_attempts/2026-01-29__SN__analysis__002.md",".md","3812","0A5FEAAFD7AFF51BF7D333B9C01138BD474214B0F1E8291872286BD6868F6C65","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\SN.lean.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\SN.lean.","MUST_Review/Meta_Lean_Archive/SN.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Delta__proof_attempt__001.md",".md","3589","300EC3E8E7C771F39F7943A55D3DAA9D4F3B8E50F5912A3FC3D1D4C1E2E83473","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; Duplicate of Legacy\\MetaMD_Archive\\SN_Delta.md.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","Duplicate of Legacy\\MetaMD_Archive\\SN_Delta.md.","MUST_Review/MetaMD_Archive/SN_Delta.md","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Delta__sorry__001.md",".md","1693","D34A5A57ADE31EBC1A75480F76F3A39DCCBF786D275C33BECF041EFED0D34B1D","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\SN_Delta.lean.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\SN_Delta.lean.","MUST_Review/Meta_Lean_Archive/SN_Delta.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Final__analysis__002.md",".md","5713","90708C28C56AD64DE21DB93E4E90A79E3D26F7E07E3DDE834CE059ADAE9DEF70","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Uses deltaFlag and ? +2 bump to force strict drop, while depending on external MetaSN ? lemmas.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Uses deltaFlag and ? +2 bump to force strict drop, while depending on external MetaSN ? lemmas.","MUST_Review/Legacy/Meta_Lean_Archive/SN_Final.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Final__proof_attempt__001.md",".md","10054","F45285D1729C237CF7A3EFD9749F3771DDF1BFAFFD118EBE900F8959A406D072","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; Duplicate of Legacy\\MetaMD_Archive\\SN_Final.md.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","Duplicate of Legacy\\MetaMD_Archive\\SN_Final.md.","MUST_Review/Meta_Lean_Archive/SN_Final.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Final_Diags__diagnostic__001.md",".md","6404","0C8C04467D2BB2D77E933CBFAB3BA71256F4AAD11D141D5638B4C0E47C92F524","Evidence extract (failed_attempts/diagnostic) documenting a failure or relevance; Lean reports undischarged LexOrder goal in SN_Final.lean.","Metadata header + excerpt from the source file.","failed_attempts","diagnostic","Lean reports undischarged LexOrder goal in SN_Final.lean.","MUST_Review/chats/SN_Final_Diags.md","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Notes__failed_attempts__001.md",".md","2018","1CC0F97AD3A5FEEFF2F14B361BD6B481621B9FA920B526B07398B432042FA4F8","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of FRV2-0084.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of FRV2-0084.","MUST_Review/important_2/SN_Notes.md","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Opus__mu2__001.md",".md","1822","9A3E865E2137D495994BEB9966DDB345AF44C42545722D7911BD4F32C071CFB2","Evidence extract (failed_attempts/analysis) documenting a failure or relevance; Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\SN_Opus.lean.","Metadata header + excerpt from the source file.","failed_attempts","analysis","Duplicate of MUST_Review\Legacy\Meta_Lean_Archive\SN_Opus.lean.","MUST_Review/Meta_Lean_Archive/SN_Opus.lean","extract",""
"extracts/03_failed_attempts/2026-01-29__SN_Opus__proof_attempt__001.md",".md","4403","6FE1D0E2F87A31DC91A0C07A2BDD09FF1006F356F2BB66C1E5EC7921E91FF6B9","Evidence extract (failed_attempts/proof-attempt) documenting a failure or relevance; The proof sketch uses linarith and informal ordinal inequalities to assert ?? decreases, which is not justified in the project constraints.","Metadata header + excerpt from the source file.","failed_attempts","proof-attempt","The proof sketch uses linarith and informal ordinal inequalities to assert ?? decreases, which is not justified in the project constraints.","Legacy/MetaMD_Archive/SN_Opus.md","extract",""
